cpi_ID,author,google_scholar_ID,affiliation,emails,title,pubyear,citation,link
SFO2,Hazel Markus,"""bjxXElgAAAAJ""",Professor of Psychology,Verified email at stanford.edu,Psychosocial context and food healthiness in top-grossing American films.,2022,"Health Psychology, 2022",Missing
AGN0,Heather Haveman,"""DmZVKkgAAAAJ""","Professor of Sociology and Business, University of California, Berkeley",Verified email at berkeley.edu,The Power of Organizations: A New Approach to Organizational Theory,2022,"Princeton University Press, 2022",Missing
JEE2,Henryk Domanski,"""d82L418AAAAJ""",No affiliations available,No emails available,Del autoritarismo a la democracia: La experiencia polaca,2014,"CADAL; Instituto Lech Wa≈Çƒôs, 2014",Missing
RBU2,Herbert Gans,"""b0XNDVkAAAAJ""","Professor of Sociology, Columbia University",Verified email at Columbia.edu,The possibility of a new racial hierarchy in the twenty-first-century United States,2019,"Social Stratification, 642-650, 2019",Missing
HIG7,Herbert Klein,"""FHvFFV0AAAAJ""",,Verified email at columbia.edu,"Social Change, Industrialization, and the Service Economy in S√£o Paulo, 1950-2020",2022,"Stanford University Press, 2022",Missing
PBA9,Hilary Hoynes,"""QyEpkJ0AAAAJ""","Professor of Economics, University of California Berkeley",Verified email at berkeley.edu,Mothers as Insurance: Family Spillovers in WIC,2022,"National Bureau of Economic Research, 2022",Missing
ZZD3,Hiroshi Ishida,Missing,Tokyo University of Agriculture and Technology,Verified email at cc.tuat.ac.jp,Understanding Transition from High School to Work,2022,Center for Social Science Research and Data Archives,Missing
FDH9,Ineke Maas,"""lHZlqNsAAAAJ""","Professor of Sociology, Utrecht University/VU University Amsterdam",Verified email at uu.nl,Delayed tracking and inequality of opportunity: Gene-environment interactions in educational attainment,2022,"NPJ science of learning 7 (1), 1-13, 2022",Missing
VYZ0,Irene Lo,"""QVd3CugAAAAJ""",No affiliations available,No emails available,Two-sided Benefits of Price Transparency in Smallholder Supply Chains,2022,SSRN,Missing
NVJ1,Isabela Mares,"""AzOSE2oAAAAJ""",Arnold Wolfers Professor of Political Science Yale University,Verified email at yale.edu,Protecting the Ballot: How First-Wave Democracies Ended Electoral Corruption,2022,"Princeton University Press, 2022",Missing
YFH4,Ivan Light,"""r0eVx6gAAAAJ""",No affiliations available,No emails available,Trump‚Äôs Charisma,2022,"Critical Sociology, 08969205221087425, 2022",Missing
JAX2,Ivan Szelenyi,"""xdKE3-AAAAAJ""",Max Weber Emeritus Professor of Social Sciences NYUAD,Verified email at nyu.edu,Karl Polanyi: a theorist of mixed economies,2021,"Theory and Society 50 (3), 443-461, 2021",Missing
ZIO1,Jaap Dronkers,"""p0ABWjAAAAAJ""",Chair International comparative research on educational performance and social inequality,Verified email at maastrichtuniversity.nl,Physical activity monitoring during hospital stay: a validation study,2022,"Disability and Rehabilitation, 1-6, 2022",Missing
UUO8,Jackelyn Hwang,"""ty2rpKcAAAAJ""",Stanford University,Verified email at stanford.edu,Residential Instability in the Bay Area through the COVID-19 Pandemic,2022,"Community Development Research Brief 2022 (04), 1-37, 2022",Missing
UCM4,Jacob Hacker,"""-fjTjLQAAAAJ""","Stanley Resor Professor of Political Science, Yale University",Verified email at yale.edu,"The American political economy: markets, power, and the meta politics of US economic governance",2022,"Annual Review of Political Science, 197-217, 2022",Missing
SXI0,Jaime Riviere,"""9up6v8gAAAAJ""",Universidad de Salamanca,Verified email at usal.es,Presentaci√≥n: estratificaci√≥n social y nuevas desigualdades,2017,"Encrucijadas-Revista Cr√≠tica de Ciencias Sociales 14, 1401, 2017",Missing
UCA4,James Fearon,"""YfIkdAcAAAAJ""",Stanford University,Verified email at stanford.edu,In Memoriam: Robert L. Powell,2022,"Political Science Today 2 (2), 18-20, 2022",Missing
EIT4,James Ferguson,Missing,No affiliations available,No emails available,Presence and Social Obligation: An Essay on the Share,2021,Prickly Paradigm Press,Missing
HUA2,James Heckman,"""7EelTwgAAAAJ""","Professor of Economics at University of Chicago, American Bar Foundation Research Fellow",Verified email at uchicago.edu,Comment on ‚ÄúThe claim that personality is more important than intelligence in predicting important life outcomes has been greatly exaggerated‚Äù,2022,"Intelligence 94, 101678, 2022",Missing
YGI3,James House,"""1hgXY54AAAAJ""",,Cited by 64054,Exposome-Wide Association Studies (ExWAS) Reveal Expected and Novel Risk Factors Associated with Cardiovascular Outcomes in the Personalized Environment and Genes Study,2021,"TP61. TP061 RESIDENTIAL AND OCCUPATIONAL EXPOSURES: WHERE WE LIVE, WORK, AND ‚Ä¶, 2021",Missing
AGO3,James Walker,"""NpF2GeoAAAAJ""",No affiliations available,No emails available,Experimental evidence on sharing rules and additionality in transfer payments,2021,"Journal of Economic Behavior & Organization 188, 1221-1247, 2021",Missing
SEO3,Jan Jonsson,"""ttFdh2AAAAAJ""",,Verified email at nuffield.ox.ac.uk,Ethnic gaps in Swedish upper secondary school completion: Is' immigrant optimism'the problem?,2021,"SocArXiv, 2021",Missing
FTZ2,Janet Currie,"""EEUah_wAAAAJ""",Princeton University,Verified email at curriemacleod.net,"Changes in the Relationship Between Income and Life Expectancy Before and During the COVID-19 Pandemic, California, 2015-2021",2022,"JAMA, 2022",Missing
JPL6,Jason Beckfield,"""pBZDTT0AAAAJ""",Harvard University,Verified email at wjh.harvard.edu,"A Novel Use of Latent Class Analysis to Identify Patterns of Workplace Hazards among Informally Employed Domestic Workers in 14 Cities, United States, 2011‚Äì2012",2022,"Annals of Work Exposures and Health, 2022",Missing
JTZ0,Jeanne Brooks-Gunn,"""FPDAb6EAAAAJ""",No affiliations available,No emails available,Geography of mobility and parenting behavior in low income families,2022,"Child Abuse & Neglect 130, 105142, 2022",Missing
OPY9,Jeff Manza,"""K2hMn3AAAAAJ""","Professor of Sociology, New York University",Verified email at nyu.edu,Mobility optimism in an age of rising inequality,2021,"The Sociological Quarterly 62 (2), 343-368, 2021",Missing
2-Oct,Jeffrey Henig,"""4V0B4vgAAAAJ""","Teachers College, Columbia University",Verified email at tc.columbia.edu,"Dismantled: The Breakup of an Urban School System: Detroit, 1980-2016 by Leanne Kang",2022,"Michigan Historical Review 48 (1), 148-150, 2022",Missing
CDV1,Jeffrey Kling,"""hbJB9FQAAAAJ""","Faculty Research Fellow, National Bureau of Economic Research",Verified email at nber.org,Effects of Physical Infrastructure Spending on the Economy and the Budget Under Two Illustrative Scenarios,2021,Missing,Missing
ZYV0,Jeffrey Thompson,"""zUX8-rgAAAAJ""","Assistant Professor of Biostatistics & Data Science, University of Kansas Medical Center",Verified email at kumc.edu,Synergistic anti-proliferative activity of JQ1 and GSK2801 in triple-negative breast cancer,2022,"BMC cancer 22 (1), 1-21, 2022",Missing
KHG8,Jennie Brand,"""7MFnZaoAAAAJ""","Professor, University of California - Los Angeles",Verified email at soc.ucla.edu,Researcher reasoning meets computational capacity: Machine learning for social science,2022,"SocArXiv, 2022",Missing
DBP8,Jennifer Hochschild,"""qJ9ZylcAAAAJ""","Professor of Government, Harvard University",Verified email at gov.harvard.edu,"My Group or Myself? How Black, Latino, and White Americans Choose a Neighborhood, Job, and Candidate when Personal and Group Interest Diverge",2021,"Perspectives on Politics 19 (4), 1184-1204, 2021",Missing
BJK5,Jennifer Hunt,"""oyC5kmgAAAAJ""","Professor of Economics, Rutgers University",Verified email at rutgers.edu,Has US Employment Really Polarized? A Critical Reappraisal,2022,"Labour Economics, 102117, 2022",Missing
LSS0,Jens Ludwig,"""8IWkmnEAAAAJ""",University of Chicago,Verified email at uchicago.edu,Not too late: Improving academic outcomes for disadvantaged youth,2040,"Northwestern University Institute for Policy Research Working Paper, 2040",Missing
MEO6,Jeremy Freese,"""-SPDJL0AAAAJ""",Stanford University,Verified email at stanford.edu,Advances in transparency and reproducibility in the social sciences,2022,"Social Science Research, 102770, 2022",Missing
KYT4,Jesper Sorensen,"""aCkLjUoAAAAJ""",,Verified email at stanford.edu,Why Good Arguments Make Better Strategy,2021,"MIT Sloan Management Review, 2021",Missing
TWU9,Jesse Rothstein,"""1EKq7zMAAAAJ""","Professor of Public Policy and Economics, University of California, Berkeley",Verified email at berkeley.edu,Qualitative Information in Undergraduate Admissions: A Pilot Study of Letters of Recommendation,2022,Missing,Missing
BCM9,Jesse Shapiro,"""dtW0mycAAAAJ""",,Verified email at fas.harvard.edu,Measuring the Tolerance of the State: Theory and Application to Protest,2022,"National Bureau of Economic Research, 2022",Missing
PAP9,Joe Feagin,"""VcCKqAoAAAAJ""",Texas A&M University,Verified email at tamu.edu,Remembering Brown at Fifty: The University of Illinois Commemorates Brown v. Board of Education,2022,"University of Illinois Press, 2022",Missing
SPS3,John Donohue,"""B5JbqaQAAAAJ""",,Verified email at law.stanford.edu,"More Guns, More Unintended Consequences: The Effects of Right-to-Carry on Criminal Behavior and Policing in US Cities",2022,"National Bureau of Economic Research, 2022",Missing
ZPE1,John Ferejohn,"""1onHCx0AAAAJ""",New York University School of Law,Verified email at nyu.edu,Cognitive Political Economy: A Growing Partisan Divide in Economic Perceptions,2022,"American Politics Research 50 (1), 3-16, 2022",Missing
MVW5,John Goldthorpe,"""1FgS9pkAAAAJ""","Nuffield College, Oxford",Verified email at nuffield.ox.ac.uk,Explaining educational differentials: towards a formal rational action theory,2022,"Handbook of Sociological Science, 325-355, 2022",Missing
TAR0,John Logan,"""lZ8iOiwAAAAJ""",No affiliations available,No emails available,Metropolitan Segregation: No Breakthrough in Sight,2022,"Center for Economic Studies, US Census Bureau Working Papers, 2022",Missing
RZZ5,John Logan,"""lZ8iOiwAAAAJ""",Brown University,Verified email at brown.edu,Metropolitan Segregation: No Breakthrough in Sight,2022,"Center for Economic Studies, US Census Bureau Working Papers, 2022",Missing
YXR2,John Meyer,"""UnN10MEAAAAJ""",,Verified email at stanford.edu,Global Neoliberalism as a Cultural Order and Its Expansive Educational Effects,2022,"International Journal of Sociology 52 (2), 97-127, 2022",Missing
ZIO5,John Mirowsky,"""zFVAAG4AAAAJ""","Professor Emeritus, University of Texas, Austin",Verified email at prc.utexas.edu,"Education, social status, and health",2017,"Routledge, 2017",Missing
XEK2,John Reenen,"""EhUkIPEAAAAJ""",MIT Department of Economics and Sloan Management School,Verified email at mit.edu,Opening up Military Innovation: Causal Effects of Reforms to US Defense Research,2022,Missing,Missing
GYM4,John Roemer,"""wlf3GLcAAAAJ""","Elizabeth and Varick Stout Professor of Political Science and Economics,Yale University",Verified email at yale.edu,Cooperation and market socialism: Kant versus Nash,2022,"Acta Oeconomica 72 (S1), 9-21, 2022",Missing
WEC0,Jon Krosnick,"""9stdemgAAAAJ""",Stanford University,Verified email at stanford.edu,Questionable research practices,2022,"Research Integrity: Best Practices for the Social and Behavioral Sciences, 260, 2022",Missing
QAB9,Jonas Pontusson,"""J37dQFoAAAAJ""","Professor of Comparative Politics, Universit√© de Gen√®ve",Verified email at unige.ch,Voter preferences as a source of descriptive (mis) representation by social class,2022,"European Journal of Political Research 61 (2), 398-419, 2022",Missing
UOB4,Jonathan Guryan,"""uayxeqUAAAAJ""","Lawyer Taylor Professor of Education and Social Policy, Northwestern University",Verified email at northwestern.edu,Can a scaffolded summer reading intervention reduce socioeconomic gaps in children‚Äôs reading comprehension ability and home book access? Results from a randomized experiment,2040,"University of Texas, Austin, 2040",Missing
JHD3,Jonathan Kelley,"""2h8EhAIAAAAJ""","International Survey Center & University of Nevada, Reno",Verified email at international-survey.org,"A theory of social mobility, with data on status attainment in a peasant society",2022,"Canberra: Australian National University, 2022",Missing
UZX2,Joscha Legewie,"""fOp4myYAAAAJ""",Harvard University,Verified email at fas.harvard.edu,"Aggressive Policing and Academic Outcomes: Examining the Impact of Police"" Surges"" in NYC Students' Home Neighborhoods. Policy Brief.",2019,"Research Alliance for New York City Schools, 2019",Missing
RRW3,Josh Pacewicz,"""Fk5SVHsAAAAJ""","Brown University, Sociology",Verified email at brown.edu,What can you do with a single case? How to think about ethnographic case selection like a historical sociologist,2022,"Sociological Methods & Research 51 (3), 931-962, 2022",Missing
TSV3,Joshua B Guild,Missing,,,Malik Rahim's Black Radical Environmentalism,2021,Southern Cultures,Missing
HHH1,Joshua Cohen,"""fuBKiY4AAAAJ""",,Verified email at jhmi.edu,"""Representing and Being Represented in Turn’-A Symposium on Hélène Landemore’s"" Open Democracy""""",2022,Journal of Deliberative Democracy ,Missing
ENN8,Josiah Ober,"""SCLPQO4AAAAJ""","Professor of Political Science and Classics, Stanford University",Verified email at stanford.edu,27: INEQUALITY,2022,"The Cambridge Companion to the Ancient Greek Economy, 404, 2022",Missing
VZJ7,Judith Lorber,"""KzXaIIMAAAAJ""",No affiliations available,No emails available,The New Gender Paradox: Fragmentation and Persistence of the Binary,2021,"John Wiley & Sons, 2021",Missing
XUU8,Julie-Berry Cullen,"""G91tImkAAAAJ""","Professor of Economics, UC San Diego",Verified email at ucsd.edu,"Political alignment, attitudes toward government, and tax evasion",2021,"American Economic Journal: Economic Policy 13 (3), 135-66, 2021",Missing
OTE3,Justin Wolfers,"""x6fNSxcAAAAJ""","Professor of Economics and Public Policy, University of Michigan",Verified email at umich.edu,Comments and discussion,2021,"Brookings Papers on Economic Activity, 292-316, 2021",Missing
YRZ5,Karen Cook,"""0LkVRfUAAAAJ""",Professor of Sociology Stanford University,Verified email at stanford.edu,Impression management attenuates the effect of ability on trust in economic exchange,2022,"Proceedings of the National Academy of Sciences of the United States of ‚Ä¶, 2022",Missing
PYQ1,Karen Jusko,"""O924n4AAAAAJ""","Assistant Professor of Political Science, Stanford University",Verified email at stanford.edu,Are We Providing Enough to Those Who Have Too Little? Measuring Poverty Relief,2019,"Political science research and methods 7 (2), 331-347, 2019",Missing
SSA2,Karl Mayer,"""iuzu9xwAAAAJ""","Stanley B. Resor Emeritus Professor of Sociology, Yale University; Director Emeritus, Max ‚Ä¶",Verified email at yale.edu,CHAPTER TWO Life Courses and Life Chances in a Comparative Perspective,2022,"Analyzing Inequality, 17-55, 2022",Missing
VTZ5,Kathleen Gerson,"""zuKRXEIAAAAJ""","Collegiate Professor of Sociology, New York University",Verified email at nyu.edu,"Beyond the lines: gender, work, and care in the new economy-a view from the US",2022,"Research Handbook on Work‚ÄìLife Balance, 194-216, 2022",Missing
UNU4,Kathryn Edin,"""gVxDMkQAAAAJ""","Bloomberg Distinguished Professor, Johns Hopkins University",Verified email at jhu.edu,"Coming of Age in Appalachia, Emerging or Expedited Adulthood?",2022,"RSF: The Russell Sage Foundation Journal of the Social Sciences 8 (4), 50-67, 2022",Missing
SRQ8,Kazimierz Slomczynski,"""Anehf8AAAAAJ""","Professor Emeritus, The Ohio State University, Professor at the Polish Academy of Sciences",Verified email at osu.edu,Survey data quality in analyzing harmonized indicators of protest behavior: A survey data recycling approach,2022,"American Behavioral Scientist 66 (4), 412-433, 2022",Missing
DVY5,Kendra Bischoff,"""iidYa3gAAAAJ""","Associate Professor of Sociology, Cornell University",Verified email at cornell.edu,Residential Segregation: Contemporary and Historical Perspectives,2022,"PAA 2022 Annual Meeting, 2022",Missing
SSZ3,Kenneth Shotts,"""5CFXS04AAAAJ""",No affiliations available,No emails available,"Propaganda, alternative media, and accountability in fragile democracies",2022,"The Journal of Politics 84 (2), 1214-1219, 2022",Missing
XYC1,Kevin Hallock,"""WLzEp2EAAAAJ""","President and Professor of Economics, University of Richmond",Verified email at richmond.edu,"The total compensation gap, wage gap and benefit gap between workers with and without a disability",2022,"British Journal of Industrial Relations 60 (1), 3-31, 2022",Missing
MPY3,Kevin Lang,"""Fkek1KYAAAAJ""","Professor of Economics, Boston University",Verified email at bu.edu,The evolution of skill use within and between jobs,2021,"National Bureau of Economic Research, 2021",Missing
CIU3,Kim Voss,"""344xoL0AAAAJ""",No affiliations available,No emails available,Florida Fashions in the 1950s and 60s,2022,Missing,Missing
KOR7,Kim Weeden,"""faevrwEAAAAJ""","Sociology, Cornell University",Verified email at cornell.edu,Decomposing Occupational Sex Segregation Among College Graduates: Impact of Field of Study and Gender,2022,"PAA 2022 Annual Meeting, 2022",Missing
VTZ2,Kwame Appiah,"""B6ZqFrUAAAAJ""","Professor of Philosophy and Law, NYU",Did not search,Cultural Heritage and Mass Atrocities,2022,"Getty Publications, 2022",Missing
ZMF1,Lance Lochner,"""F9VLNqUAAAAJ""",University of Western Ontario,Verified email at uwo.ca,The Earned Income Tax Credit and Maternal Time Use: More Time Working and Less Time with Kids?,2022,"Journal of Labor Economics 40 (3), 000-000, 2022",Missing
BIA3,Laura Carstensen,"""hsKzGAwAAAAJ""",Stanford University,Verified email at stanford.edu,Age and Time Horizons Are Associated With Preferences for Helping Colleagues,2022,"Work, Aging and Retirement, 2022",Missing
JRC9,Lawrence Katz,"""MAqEdFMAAAAJ""","Allison Professor of Economics, Harvard University",Verified email at harvard.edu,Why do sectoral employment programs work? Lessons from WorkAdvance,2022,"Journal of Labor Economics 40 (S1), S249-S291, 2022",Missing
YWG3,Lawrence Wu,"""ye7uvWEAAAAJ""",,Verified email at nyu.edu,The Effect of the Great Recession on US Fertility: Causal Estimates From a Cohort Discontinuity Design,2022,"PAA 2022 Annual Meeting, 2022",Missing
EYZ6,Leo Goodman,"""QEfafIMAAAAJ""",Professor in the Sociology Department and the Statistics Department at the University of ‚Ä¶,Verified email at berkeley.edu,OTIS DUDLEY DUNCAN,2019,"Proceedings of the American Philosophical Society 163 (2), 177-213, 2019",Missing
WRQ1,Lester Mackey,"""erv7TP0AAAAJ""",Microsoft Research,Verified email at microsoft.com,Scalable Spike-and-Slab,2022,"arXiv preprint arXiv:2204.01668, 2022",Missing
BAC5,Linda Darling-Hammond,"""I0QihpsAAAAJ""",No affiliations available,No emails available,Building School Communities for Students Living in Deep Poverty,2022,Missing,Missing
SSM4,Lindsay Owens,"""3sL7rlIAAAAJ""","United States Senate, Senator Elizabeth Warren",Verified email at stanford.edu,What drives the gender gap in charitable giving? Lower empathy leads men to give less to poverty relief,2015,"Social science research 52, 83-98, 2015",Missing
PGF6,Lisa Gennetian,"""s9N6eI4AAAAJ""","Pritzker Professor of Early Learning Policy Studies, Professor of Public Policy, Duke ‚Ä¶",Verified email at duke.edu,Harnessing a behavioral economic framework for supporting providers in improving early childhood care,2022,"Early Years 42 (3), 310-326, 2022",Missing
CSC2,Lisa Keister,"""zu0mz_cAAAAJ""","Professor of Sociology, Duke University",Verified email at soc.duke.edu,Rural Kids and Wealth,2022,"RSF: The Russell Sage Foundation Journal of the Social Sciences 8 (4), 155-182, 2022",Missing
SPH9,Lisa Lynch,"""FOv-8e0AAAAJ""","Maurice B. Hexter Prof. of Social & Economic Policy, Brandeis University",Verified email at brandeis.edu,ILR REVIEW,2021,Missing,Missing
IUR6,Loic Wacquant,"""6oyaJnoAAAAJ""","University of California, Berkeley",Verified email at berkeley.edu,Ruination in the ring: Habitus in the making of a professional ‚Äúopponent‚Äù,2022,"Ethnography, 14661381221114069, 2022",Missing
AGC2,Luigi Pistaferri,"""I84Ih6cAAAAJ""",Stanford University,Verified email at stanford.edu,Assortative Mating and Wealth Inequality,2022,"National Bureau of Economic Research, 2022",Missing
BGP5,Luis Fraga,"""mTqUPTMAAAAJ""",,Verified email at nd.edu,Latinos and the 2016 Election: Latino Resistance and the Election of Donald Trump,2020,"MSU Press, 2020",Missing
ZLA1,Luke Shaefer,"""SqTpWUkAAAAJ""",University of Michigan,Verified email at umich.edu,The COVID-19 cash transfer study II: The hardship and mental health impacts of an unconditional cash transfer to low-income individuals,2022,"National Tax Journal 75 (3), 000-000, 2022",Missing
OXS5,Magnus Nermo,"""_n5CWawAAAAJ""","Professor of Sociology, Stockholm University",Verified email at sociology.su.se,Forty Years of Gender Inequality Among Men and Women in High-Prestige Occupations‚ÄîDoes the Story Differ Among the Young?,2019,"Gender, Age and Inequality in the Professions, 173-192, 2019",Missing
XNJ3,Manuel Amador,"""czf1yGsAAAAJ""",University of Minnesota and Federal Reserve Bank of Minneapolis,Did not search,Discussion of the History of Bolivia,2022,"A Monetary and Fiscal History of Latin America, 1960‚Äì2017, 2022",Missing
ODU7,Margaret Simms,"""VIe2ULIAAAAJ""",No affiliations available,No emails available,"Pedagogical Leadership among Directors and Deputies in Early Childhood Settings in Australia, Finland and Norway",2022,"Pedagogical Leadership in Early Childhood Education: Conversations From ‚Ä¶, 2022",Missing
RTT7,Margarita Estevez-Abe,"""b6UNpLMAAAAJ""","Maxwell School of Citizenship and Pubic Affairs, Syracuse University",Verified email at maxwell.syr.edu,DIFFERENT PATHS TO SOCIAL INVESTMENT?,2022,"The World Politics of Social Investment: Volume I: Welfare States in the ‚Ä¶, 2022",Missing
GIA8,Maria Charles,"""bC4Fn64AAAAJ""","Professor of Sociology, University of California - Santa Barbara",Verified email at soc.ucsb.edu,"Context Matters: Differential Gendering of Physics in Arabic-speaking, Hebrew-speaking, and Single-Sex State Schools in Israel",2022,"Sex Roles, 1-14, 2022",Missing
IWR3,Mariah Ruperti,"""nzmbLYoAAAAJ""",No affiliations available,No emails available,"Diversity in Religiosity Undermines Conventional Personal Morality Across the Globe: Evidence From 90 Nations, 300,000+ Individuals",2022,Journal for the Scientific Study of Religion,Missing
RBM3,Marianne LaFrance,"""8sjtyGIAAAAJ""","Professor of Psychology, Yale University",Verified email at yale.edu,‚ÄúMaster‚Äù of none: Institutional language change linked to reduced gender bias.,2022,"Journal of Experimental Psychology: Applied 28 (1), 237, 2022",Missing
BDL8,Marianne Page,"""FDj3jrcAAAAJ""",University of California Davis,Verified email at ucdavis.edu,THE JOURNAL OF HUMAN RESOURCES,2022,Missing,Missing
EYC1,Mark Duggan,"""adqvICAAAAAJ""","Professor of Economics, Stanford University",Verified email at stanford.edu,The Decline of Public Hospitals in the US: Why Did It Happen and What Were Its Effects?,2022,"ASHEcon 2022 Conference, 2022",Missing
HAF5,Mark Granovetter,"""OlKVqZ8AAAAJ""","Department of Sociology, Stanford University",Verified email at stanford.edu,Soci√©t√© et √©conomie,2021,"Seuil, 2021",Missing
LCU3,Mark Hoffman,"""2NF2LjwAAAAJ""","Sociology, Columbia University",Verified email at columbia.edu,The materiality of ideology: cultural consumption and political thought after the American Revolution,2019,"American Journal of Sociology 125 (1), 1-62, 2019",Missing
JFY2,Mark Western,"""Joj1vysAAAAJ""",The University of Queensland,Verified email at uq.edu.au,Uneven impacts of COVID‚Äê19 on the attendance rates of secondary school students from different socioeconomic backgrounds in Australia: A quasi‚Äêexperimental analysis of ‚Ä¶,2022,"Australian Journal of Social Issues, 2022",Missing
HVT5,Markus J‚àö¬ßntti,"""OhrsZ3MAAAAJ""","Professor of Economics, Stockholm University",Verified email at sofi.su.se,"Explaining the Child Poverty Outcomes of Japan, South Korea and Taiwan",2022,Missing,Missing
OXX5,Markus Mobius,"""RUTPdHcAAAAJ""",Microsoft Research,Verified email at microsoft.com,Quantifying partisan news diets in Web and TV audiences,2022,"Science Advances 8 (28), eabn0083, 2022",Missing
ZNB8,Marlis Buchmann,"""SHzHZVcAAAAJ""","University of Zurich, Department of Sociology and Jacobs Center for Productive Youth ‚Ä¶",Verified email at soziologie.uzh.ch,Cohort differences in the development of civic engagement during adolescence,2022,"Child Development, 2022",Missing
KRE4,Mart‚àö‚â†n S‚àö¬∞nchez-Jankowski,"""gDGs3AcAAAAJ""",,,Youth Unemployment and the Illicit Economy,2018,"Youth, Jobs, and the Future: Problems and Prospects, 140, 2018",Missing
VSE5,Martin Benavides,"""QgGouesAAAAJ""",,Verified email at pucp.edu.pe,La reforma (im) posible: enfrentando desaf√≠os del sector educaci√≥n 2018-2020,2021,"PE, 2021",Missing
VFJ8,Martin Carnoy,"""V1sUopIAAAAJ""","Professor of Education and Economics, Stanford University",Verified email at stanford.edu,"The effects of public high school subsidies on student test scores: The case of a full-day high school in Pernambuco, Brazil",2022,"Economics of Education Review 87, 102201, 2022",Missing
WCM2,Martin Gilens,"""oEh1HxwAAAAJ""",Princeton University,Verified email at juno.com,Campaign finance regulations and public policy,2021,"American Political Science Review 115 (3), 1074-1081, 2021",Missing
YAB2,Martina Morris,"""W1mQuqwAAAAJ""",University of Washington,Verified email at uw.edu,Impact of survey design on estimation of exponential-family random graph models from egocentrically-sampled data,2022,"Social Networks 69, 22-34, 2022",Missing
SIQ2,Mary Brinton,"""mo4pUgIAAAAJ""","Department of Sociology, Harvard University",Verified email at wjh.harvard.edu,Theories of Postindustrial Fertility Decline: An Empirical Examination,2022,"Population and Development Review, 2022",Missing
NWI7,Mary Corcoran,"""1eXMZW8AAAAJ""",No affiliations available,No emails available,Blurring the distinction between the researcher and the researched: Doing Collective Memory-Work online in Covid times,2022,"Irish Journal of Sociology, 07916035221077863, 2022",Missing
VUN8,Mary Pattillo,"""sxVkryMAAAAJ""",Northwestern University,Verified email at u.northwestern.edu,Studying the System of Monetary Sanctions,2022,"RSF: The Russell Sage Foundation Journal of the Social Sciences 8 (2), 1-34, 2022",Missing
WKE7,Mary Waters,"""RZ8-H4cAAAAJ""",Harvard University,Verified email at wjh.harvard.edu,Analyzing the long-term impact of post-disaster relocation and implications for disaster recovery policy,2022,"International Journal of Disaster Risk Reduction 70, 102765, 2022",Missing
WQZ0,Matt Desmond,"""FqLYrAEAAAAJ""",No affiliations available,No emails available,COVID-19 Housing Policy: State and Federal Eviction Moratoria and Supportive Measures in the United States During the Pandemic,2022,"Housing Policy Debate, 1-25, 2022",Missing
SLD8,Matthew Clair,"""dDM_XDoAAAAJ""","Assistant Professor of Sociology, Stanford University",Verified email at stanford.edu,The collateral consequences of criminal legal association during jury selection,2022,Missing,Missing
QQK5,Matthew Hall,"""swvOzHwAAAAJ""",,Verified email at cornell.edu,Residential Segregation: Contemporary and Historical Perspectives,2022,"PAA 2022 Annual Meeting, 2022",Missing
SHG9,Matthew Snipp,"""inh3RJwAAAAJ""",Stanford University,Verified email at stanford.edu,The rise of the noxious contract,2021,"Monitoring the crisis: American voices project‚Äù. Stanford Center on Poverty ‚Ä¶, 2021",Missing
DFH8,Matthijs Kalmijn,"""OEMqUeAAAAAJ""",Netherlands Interdisciplinary Demographic Institute (NIDI-KNAW),Verified email at nidi.nl,The dilution of parents‚Äô nonmaterial resources in stepfamilies: The role of complex sibling configurations in parental involvement,2022,"Social Forces 100 (4), 1671-1695, 2022",Missing
OLW5,Maya Rossin-Slater,"""vuOKLC4AAAAJ""","Associate Professor, Stanford Health Policy, Stanford School of Medicine",Verified email at stanford.edu,Germs in the Family: The Short-and Long-Term Consequences of Intra-Household Disease Spread,2022,Missing,Missing
OJP8,Michael Baker,Missing,Directeur de Recherche au CNRS; Research Professor,Verified email at telecom-paristech.fr,"Accounting for the Rising Caesarean Section Rate in Canada: What Are the Roles of Changing Needs, Practices, and Incentives?",2021,Canadian Public Policy,Missing
FYY9,Michael Burawoy,"""PQEEGw8AAAAJ""","Professor of Sociology, University of California, Berkeley",Verified email at berkeley.edu,Walking on two legs: Black Marxism and the Sociological Canon,2022,"Critical Sociology 48 (4-5), 571-586, 2022",Missing
HTK9,Michael Elsby,"""ZV7rn_IAAAAJ""",University of Edinburgh,Verified email at ed.ac.uk,"Firm dynamics, on-the-job search, and labor market fluctuations",2022,"Review of Economic Studies 89 (3), 1370-1419, 2022",Missing
HAI0,Michael Greenstone,"""vUNE8mAAAAAJ""","Milton Friedman Professor of Economics, University of Chicago",Verified email at uchicago.edu,A Guide to Updating the US Government‚Äôs Social Cost of Carbon,2022,"Review of Environmental Economics and Policy 16 (2), 000-000, 2022",Missing
QFQ3,Michael Hout,"""Pvb6rzEAAAAJ""",New York University,Verified email at nyu.edu,"Persistent Inequalities in College Completion, 1980‚Äì2010",2022,"Social Problems, 2022",Missing
TER5,Michael Kirst,"""JyOuw_IAAAAJ""","Professor of Education, Stanford UNiveristy",Verified email at stanford.edu,The Strategy and Politics of California's Major School Finance Reform. Policy Brief.,2021,"Education Insights Center, 2021",Missing
